step,S,E,I,R,inc,beta,Rt
165,90117,632,3460,905791,99,0.3125,0.2252925
166,90017,597,3171,906215,100,0.3125,0.2250425
167,89935,543,2910,906612,82,0.3125,0.2248375
168,89843,514,2644,906999,92,0.3125,0.22460750000000002
169,89771,468,2476,907285,72,0.3125,0.2244275
170,89701,420,2303,907576,70,0.3125,0.22425250000000002
171,89627,417,2137,907819,74,0.3125,0.2240675
172,89575,383,1978,908064,52,0.3125,0.2239375
173,89533,331,1839,908297,42,0.3125,0.2238325
174,89476,314,1701,908509,57,0.3125,0.22369
175,89434,276,1574,908716,42,0.3125,0.223585
176,89397,246,1468,908889,37,0.3125,0.2234925
177,89356,231,1357,909056,41,0.3125,0.22339
178,89324,208,1271,909197,32,0.3125,0.22331
179,89285,212,1172,909331,39,0.3125,0.2232125
180,89250,196,1090,909464,35,0.3125,0.223125
181,89213,184,1023,909580,37,0.3125,0.2230325
182,89192,167,944,909697,21,0.3125,0.22297999999999998
183,89167,155,865,909813,25,0.3125,0.2229175
184,89143,141,800,909916,24,0.3125,0.2228575
185,89121,129,743,910007,22,0.3125,0.22280250000000001
186,89104,119,680,910097,17,0.3125,0.22276
187,89084,113,627,910176,20,0.3125,0.22271
188,89066,105,583,910246,18,0.3125,0.222665
189,89054,94,540,910312,12,0.3125,0.22263499999999997
190,89038,88,513,910361,16,0.3125,0.22259500000000002
191,89019,93,468,910420,19,0.3125,0.2225475
192,89001,92,419,910488,18,0.3125,0.2225025
193,88988,82,395,910535,13,0.3125,0.22247
194,88980,72,362,910586,8,0.3125,0.22245
195,88971,58,341,910630,9,0.3125,0.2224275
196,88964,53,307,910676,7,0.3125,0.22241
197,88955,58,281,910706,9,0.3125,0.22238750000000002
198,88944,51,270,910735,11,0.3125,0.22236
199,88936,48,251,910765,8,0.3125,0.22234
200,88930,42,236,910792,6,0.3125,0.222325
201,88922,44,212,910822,8,0.3125,0.222305
202,88919,35,201,910845,3,0.3125,0.22229749999999998
203,88910,37,185,910868,9,0.3125,0.222275
204,88906,31,172,910891,4,0.3125,0.222265
205,88899,32,157,910912,7,0.3125,0.22224750000000001
206,88897,24,150,910929,2,0.3125,0.2222425
207,88892,23,140,910945,5,0.3125,0.22222999999999998
208,88886,25,125,910964,6,0.3125,0.22221500000000002
209,88880,27,115,910978,6,0.3125,0.2222
210,88877,22,110,910991,3,0.3125,0.2221925
211,88876,17,110,910997,1,0.3125,0.22219
212,88872,16,101,911011,4,0.3125,0.22218000000000002
213,88863,22,98,911017,9,0.3125,0.2221575
214,88859,22,94,911025,4,0.3125,0.2221475
215,88857,18,87,911038,2,0.3125,0.22214250000000002
216,88853,20,79,911048,4,0.3125,0.2221325
217,88851,19,73,911057,2,0.3125,0.2221275
218,88849,19,61,911071,2,0.3125,0.2221225
219,88844,19,57,911080,5,0.3125,0.22211000000000003
220,88842,17,50,911091,2,0.3125,0.222105
221,88840,16,50,911094,2,0.3125,0.22210000000000002
222,88838,16,46,911100,2,0.3125,0.222095
223,88838,13,45,911104,0,0.3125,0.222095
224,88835,12,44,911109,3,0.3125,0.2220875
225,88835,7,45,911113,0,0.3125,0.2220875
226,88832,9,39,911120,3,0.3125,0.22208
227,88830,9,38,911123,2,0.3125,0.22207500000000002
228,88829,8,34,911129,1,0.3125,0.2220725
229,88829,7,30,911134,0,0.3125,0.2220725
230,88828,7,29,911136,1,0.3125,0.22207000000000002
231,88827,8,28,911137,1,0.3125,0.2220675
232,88827,8,24,911141,0,0.3125,0.2220675
233,88825,8,20,911147,2,0.3125,0.2220625
234,88824,7,20,911149,1,0.3125,0.22206
235,88823,7,20,911150,1,0.3125,0.2220575
236,88823,6,18,911153,0,0.3125,0.2220575
237,88823,4,17,911156,0,0.3125,0.2220575
238,88823,3,15,911159,0,0.3125,0.2220575
239,88823,3,13,911161,0,0.3125,0.2220575
240,88823,3,11,911163,0,0.3125,0.2220575
241,88823,2,12,911163,0,0.3125,0.2220575
242,88823,1,13,911163,0,0.3125,0.2220575
243,88823,1,12,911164,0,0.3125,0.2220575
244,88823,1,12,911164,0,0.3125,0.2220575
245,88823,0,13,911164,0,0.3125,0.2220575
246,88823,0,10,911167,0,0.3125,0.2220575
247,88823,0,9,911168,0,0.3125,0.2220575
248,88822,1,7,911170,1,0.3125,0.222055
249,88822,1,7,911170,0,0.3125,0.222055
250,88822,1,7,911170,0,0.3125,0.222055
