t,GR,ver
1,118.56324185418742,daily
2,-0.21511137961694557,daily
3,0.1823215567939546,daily
4,-0.10536051565782628,daily
5,0.20067069546215124,daily
6,0.16705408466316624,daily
7,0,daily
8,0,daily
9,0.09763846956391607,daily
10,0.19004360288786487,daily
11,0.22314355131420976,daily
12,0.01526747213078838,daily
13,0,daily
14,0.1923718926474561,daily
15,-0.1479201300766222,daily
16,0.14792013007662227,daily
17,0.27193371548364176,daily
18,-0.2113090936672069,daily
19,0.32803336797534827,daily
20,0.1851424331355959,daily
21,-0.16003651200451968,daily
22,0.20815576034871797,daily
23,-0.03413300636945847,daily
24,0.26662866325394863,daily
25,0.031416196233378914,daily
26,0.0404095383378767,daily
27,0.11668232008019801,daily
28,0.12800956744021472,daily
29,0.13401577141820242,daily
30,0.06241762956843363,daily
31,0.07068994444410845,daily
32,0.0576528514272774,daily
33,0.05450940566837171,daily
34,0.17477770029424344,daily
35,0.06676321615968242,daily
36,0.10473532026390787,daily
37,0.051199481356851706,daily
38,0.1579631129619142,daily
39,0.02108511848707139,daily
40,0.08290459503697625,daily
41,0.1357579928421974,daily
42,0.10560000793534514,daily
43,0.04013210142631741,daily
44,0.17695868605654097,daily
45,0.044112325655696394,daily
46,0.1283311728974152,daily
47,0.06567838219795374,daily
48,0.0769357250008882,daily
49,0.11185834629868388,daily
50,0.0897900068886345,daily
51,0.0904543137698591,daily
52,0.04888017722138523,daily
53,0.12862513718861893,daily
54,0.0871103036356026,daily
55,0.07677294999197964,daily
56,0.09662241582887186,daily
57,0.1027954721114682,daily
58,0.04229586656021844,daily
59,0.09240435290162334,daily
60,0.08811306267999282,daily
61,0.0998841958284164,daily
62,0.07002860436048355,daily
63,0.11003186215711958,daily
64,0.0526821430724596,daily
65,0.08429702749127392,daily
66,0.08722906011641914,daily
67,0.06451358068290532,daily
68,0.0865540250493458,daily
69,0.05257335307929789,daily
70,0.09977855923599287,daily
71,0.043336751892618354,daily
72,0.08944556322875939,daily
73,0.05349226794109898,daily
74,0.06317224748681871,daily
75,0.06538469654714722,daily
76,0.05331619139946506,daily
77,0.04938866147383981,daily
78,0.05174274059010148,daily
79,0.05960884832247713,daily
80,0.03530480637689249,daily
81,0.0405583020645772,daily
82,0.037893288007936725,daily
83,0.04474138109587104,daily
84,0.012709644304321786,daily
85,0.028694925313008,daily
86,0.014021119883964043,daily
87,0.03191075358454157,daily
88,-4.97929078028723e-4,daily
89,0.0028484251201991583,daily
90,0.005493034973574191,daily
91,-0.006486801429918435,daily
92,-0.02396638835395453,daily
93,-0.0045002279665048986,daily
94,-0.01995980509016424,daily
95,-0.02007589645091673,daily
96,-0.044737791804971457,daily
97,-0.0162256735899892,daily
98,-0.033422739121644854,daily
99,-0.05707394130051311,daily
100,-0.029429854592140446,daily
101,-0.06989219125572009,daily
102,-0.047506704308022334,daily
103,-0.06069799566847267,daily
104,-0.05542334174131892,daily
105,-0.07354467436835972,daily
106,-0.05935906378025694,daily
107,-0.0685567342222661,daily
108,-0.059242412916440834,daily
109,-0.07992388214492012,daily
110,-0.07859351283766564,daily
111,-0.08009840711934128,daily
112,-0.07178978634696552,daily
113,-0.08762454117175376,daily
114,-0.07660441683604477,daily
115,-0.058849761383149464,daily
116,-0.10788485886632963,daily
117,-0.06816789528712945,daily
118,-0.07274112104652068,daily
119,-0.12941244113266384,daily
120,-0.05920618186230116,daily
121,-0.07828722132929132,daily
122,-0.05840463937630498,daily
123,-0.11839473349673324,daily
124,-0.07742762227138622,daily
125,-0.07710105793837335,daily
126,-0.07658304075362712,daily
127,-0.06404884513007164,daily
128,-0.1309238292174417,daily
129,-0.10889408823913739,daily
130,-0.008331067346988926,daily
131,-0.10331761402802601,daily
132,-0.06912540080925801,daily
133,-0.057977366795927875,daily
134,-0.16367624135712835,daily
135,-0.019207271057121868,daily
136,-0.10479856003753064,daily
137,-0.045005201355474644,daily
138,-0.040985246500047944,daily
139,-0.1282973010009245,daily
140,-0.14319008553087584,daily
141,-0.10283507422051026,daily
142,-0.047085386674687625,daily
143,-0.0283930745012179,daily
144,-0.09915757153321861,daily
145,-0.05819823924298805,daily
146,-0.11287934807185367,daily
147,-0.07620660881064303,daily
148,-0.08249669663510319,daily
149,-0.07391898982300728,daily
150,-0.06842613868629095,daily
151,-0.06133308801680828,daily
152,-0.027482645693832006,daily
153,-0.17553350234295562,daily
154,-0.16839681732546127,daily
155,0.15352665484600983,daily
156,-0.2259564926908245,daily
157,-0.21379768889597206,daily
158,0.011560822401076006,daily
159,-0.047067510857985856,daily
160,-0.06856267143729666,daily
161,0.06252035698133393,daily
162,-0.2231435513142097,daily
163,-0.1914540403572271,daily
164,-0.10638040355857173,daily
165,0.010152371464017908,daily
166,0.010050335853501506,daily
167,-0.19845093872383832,daily
168,0.11506932978478729,daily
169,-0.24512245803298496,daily
170,-0.028170876966696335,daily
171,0.055569851154810786,daily
172,-0.3528213746227423,daily
173,-0.21357410029805904,daily
174,0.3053816495511819,daily
175,-0.3053816495511819,daily
176,-0.1267517056391439,daily
177,0.10265415406008337,daily
178,-0.2478361639045812,daily
179,0.19782574332991987,daily
180,-0.10821358464023272,daily
181,0.055569851154810786,daily
182,-0.5663954749208014,daily
183,0.17435338714477774,daily
184,-0.040821994520255166,daily
185,-0.08701137698962981,daily
186,-0.2578291093020998,daily
187,0.16251892949777494,daily
188,-0.10536051565782628,daily
189,-0.40546510810816444,daily
190,0.28768207245178085,daily
191,0.17185025692665923,daily
192,-0.05406722127027582,daily
193,-0.325422400434628,daily
194,-0.48550781578170077,daily
195,0.11778303565638346,daily
196,-0.25131442828090605,daily
197,0.25131442828090617,daily
198,0.20067069546215124,daily
199,-0.3184537311185346,daily
200,-0.2876820724517809,daily
201,0.28768207245178085,daily
202,-0.9808292530117262,daily
203,1.0986122886681098,daily
204,-0.8109302162163288,daily
205,0.5596157879354227,daily
206,-1.252762968495368,daily
207,0.9162907318741551,daily
208,0.1823215567939546,daily
209,0,daily
210,-0.6931471805599453,daily
211,-1.0986122886681098,daily
212,1.3862943611198906,daily
213,0.8109302162163288,daily
214,-0.8109302162163288,daily
215,-0.6931471805599453,daily
216,0.6931471805599453,daily
217,-0.6931471805599453,daily
218,0,daily
219,0.9162907318741551,daily
220,-0.916290731874155,daily
221,0,daily
222,0,daily
223,-115.82240183026222,daily
224,116.2278669383704,daily
225,-116.2278669383704,daily
226,116.2278669383704,daily
227,-0.40546510810816444,daily
228,-0.6931471805599453,daily
229,-115.12925464970229,daily
230,115.12925464970229,daily
231,0,daily
232,-115.12925464970229,daily
233,115.82240183026222,daily
234,-0.6931471805599453,daily
235,0,daily
236,-115.12925464970229,daily
237,0,daily
238,0,daily
239,0,daily
240,0,daily
241,0,daily
242,0,daily
243,0,daily
244,0,daily
245,0,daily
246,0,daily
247,0,daily
248,115.12925464970229,daily
249,-115.12925464970229,daily
250,0,daily
11,11.90804983682837,10
12,0.07404000654104909,10
13,0.09707789171582248,10
14,0.07884573603642703,10
15,0.10861897686695526,10
16,0.07375989431307792,10
17,0.07184649885442353,10
18,0.09903987040278771,10
19,0.07790896103606701,10
20,0.10094845087721023,10
21,0.10045833390198333,10
22,0.06214032757011039,10
23,0.08142915639190335,10
24,0.07801585575495751,10
25,0.08544153281560675,10
26,0.10337516544660687,10
27,0.0926241062727323,10
28,0.07709896673238793,10
29,0.11103083284313009,10
30,0.0916290731874155,10
31,0.07935659283069928,10
32,0.1024292384755621,10
33,0.08737894758341803,10
34,0.09624318878720106,10
35,0.08705809249123053,10
36,0.09059279448386089,10
37,0.09702537267646401,10
38,0.09047708880412937,10
39,0.09347244335629933,10
40,0.08217937806318622,10
41,0.08422807461004049,10
42,0.09073487944984938,10
43,0.09552959510065616,10
44,0.09409186467645073,10
45,0.09430996325268047,10
46,0.09204487420228187,10
47,0.09440445946563261,10
48,0.09585234954974281,10
49,0.08774961075364021,10
50,0.09682693353480146,10
51,0.097515474719967285,10
52,0.09298510681273345,10
53,0.08731312374133746,10
54,0.09616242731756762,10
55,0.08717758907547378,10
56,0.09044365150910211,10
57,0.08727277580224777,10
58,0.09098448479359922,10
