step,S,E,I,R,inc,beta,Rt
107,208203,56896,143259,591642,9858,0.3125,0.5205075
108,199019,53584,139061,608336,9184,0.3125,0.49754750000000003
109,190405,50199,134788,624608,8614,0.3125,0.47601249999999995
110,182555,47036,129861,640548,7850,0.3125,0.4563875
111,175177,44015,124993,655815,7378,0.3125,0.4379425
112,168387,41075,120067,670471,6790,0.3125,0.42096750000000005
113,162161,38139,115102,684598,6226,0.3125,0.4054025
114,156513,35185,110280,698022,5648,0.3125,0.39128250000000003
115,151277,32522,105253,710948,5236,0.3125,0.3781925
116,146462,30093,100127,723318,4815,0.3125,0.366155
117,141868,27967,95093,735072,4594,0.3125,0.35467
118,137717,25873,90243,746167,4151,0.3125,0.3442925
119,133893,23912,85443,756752,3824,0.3125,0.33473250000000004
120,130443,22029,80823,766705,3450,0.3125,0.3261075
121,127105,20558,75994,776343,3338,0.3125,0.3177625
122,124161,18956,71551,785332,2944,0.3125,0.31040249999999997
123,121537,17321,67494,793648,2624,0.3125,0.3038425
124,118987,16013,63435,801565,2550,0.3125,0.2974675
125,116697,14671,59568,809064,2290,0.3125,0.2917425
126,114583,13554,55849,816014,2114,0.3125,0.28645750000000003
127,112634,12473,52318,822575,1949,0.3125,0.281585
128,110788,11548,48892,828772,1846,0.3125,0.27697
129,109095,10738,45674,834493,1693,0.3125,0.27273749999999997
130,107595,9802,42647,839956,1500,0.3125,0.2689875
131,106194,8961,39889,844956,1401,0.3125,0.26548499999999997
132,104834,8375,37117,849674,1360,0.3125,0.262085
133,103631,7692,34648,854029,1203,0.3125,0.2590775
134,102529,7068,32270,858133,1102,0.3125,0.2563225
135,101510,6553,29979,861958,1019,0.3125,0.25377500000000003
136,100531,6100,27887,865482,979,0.3125,0.2513275
137,99634,5672,25895,868799,897,0.3125,0.249085
138,98798,5294,23960,871948,836,0.3125,0.246995
139,98046,4902,22264,874788,752,0.3125,0.24511499999999997
140,97343,4473,20786,877398,703,0.3125,0.2433575
141,96705,4116,19325,879854,638,0.3125,0.2417625
142,96132,3788,17934,882146,573,0.3125,0.24033
143,95550,3554,16624,884272,582,0.3125,0.238875
144,95060,3246,15411,886283,490,0.3125,0.23765000000000003
145,94599,2974,14299,888128,461,0.3125,0.2364975
146,94154,2772,13209,889865,445,0.3125,0.235385
147,93778,2483,12320,891419,376,0.3125,0.23444500000000001
148,93431,2296,11361,892912,347,0.3125,0.2335775
149,93112,2123,10516,894249,319,0.3125,0.23278
150,92779,1975,9802,895444,333,0.3125,0.2319475
151,92524,1802,9047,896627,255,0.3125,0.23131
152,92254,1669,8365,897712,270,0.3125,0.230635
153,92032,1522,7723,898723,222,0.3125,0.23008
154,91816,1405,7193,899586,216,0.3125,0.22954
155,91606,1348,6589,900457,210,0.3125,0.22901500000000002
156,91436,1238,6114,901212,170,0.3125,0.22859000000000002
157,91270,1140,5657,901933,166,0.3125,0.22817500000000002
158,91112,1045,5243,902600,158,0.3125,0.22777999999999998
159,90952,947,4914,903187,160,0.3125,0.22738000000000003
160,90806,883,4534,903777,146,0.3125,0.227015
161,90652,868,4189,904291,154,0.3125,0.22663
162,90547,792,3881,904780,105,0.3125,0.2263675
163,90438,724,3595,905243,109,0.3125,0.22609500000000002
164,90345,649,3342,905664,93,0.3125,0.2258625
165,90257,592,3094,906057,88,0.3125,0.22564250000000002
166,90161,548,2885,906406,96,0.3125,0.2254025
167,90092,496,2681,906731,69,0.3125,0.22523
168,90022,464,2456,907058,70,0.3125,0.225055
169,89959,422,2253,907366,63,0.3125,0.2248975
170,89899,400,2023,907678,60,0.3125,0.22474750000000002
171,89855,361,1875,907909,44,0.3125,0.22463750000000002
172,89810,329,1730,908131,45,0.3125,0.224525
173,89772,291,1599,908338,38,0.3125,0.22443000000000002
174,89718,283,1476,908523,54,0.3125,0.22429500000000002
175,89677,251,1371,908701,41,0.3125,0.22419250000000002
176,89627,251,1257,908865,50,0.3125,0.2240675
177,89593,227,1155,909025,34,0.3125,0.22398250000000003
178,89553,220,1071,909156,40,0.3125,0.22388249999999998
179,89517,212,974,909297,36,0.3125,0.2237925
180,89492,181,914,909413,25,0.3125,0.22373
181,89469,154,870,909507,23,0.3125,0.22367250000000002
182,89441,144,800,909615,28,0.3125,0.2236025
183,89416,137,739,909708,25,0.3125,0.22354
184,89388,137,688,909787,28,0.3125,0.22347
185,89377,123,639,909861,11,0.3125,0.2234425
186,89355,115,605,909925,22,0.3125,0.22338750000000002
187,89336,107,560,909997,19,0.3125,0.22333999999999998
188,89321,94,522,910063,15,0.3125,0.2233025
189,89306,93,474,910127,15,0.3125,0.223265
190,89291,87,433,910189,15,0.3125,0.2232275
191,89273,87,401,910239,18,0.3125,0.2231825
192,89261,80,367,910292,12,0.3125,0.22315249999999998
193,89251,72,342,910335,10,0.3125,0.22312749999999998
194,89236,77,316,910371,15,0.3125,0.22308999999999998
195,89227,67,294,910412,9,0.3125,0.2230675
196,89220,63,272,910445,7,0.3125,0.22304999999999997
197,89209,60,258,910473,11,0.3125,0.22302249999999998
198,89202,56,244,910498,7,0.3125,0.223005
199,89193,50,237,910520,9,0.3125,0.22298249999999997
200,89183,53,211,910553,10,0.3125,0.2229575
201,89174,46,207,910573,9,0.3125,0.222935
202,89168,41,185,910606,6,0.3125,0.22292
203,89166,30,176,910628,2,0.3125,0.22291499999999997
204,89157,34,165,910644,9,0.3125,0.2228925
205,89151,30,156,910663,6,0.3125,0.22287749999999998
206,89146,28,143,910683,5,0.3125,0.222865
207,89145,24,132,910699,1,0.3125,0.22286250000000002
208,89142,23,120,910715,3,0.3125,0.222855
209,89140,23,104,910733,2,0.3125,0.22285
210,89138,20,95,910747,2,0.3125,0.222845
211,89135,17,89,910759,3,0.3125,0.22283750000000002
212,89133,18,79,910770,2,0.3125,0.22283250000000002
213,89129,16,80,910775,4,0.3125,0.2228225
214,89126,17,76,910781,3,0.3125,0.22281499999999999
215,89125,15,66,910794,1,0.3125,0.2228125
216,89122,13,64,910801,3,0.3125,0.22280500000000003
217,89120,9,62,910809,2,0.3125,0.2228
218,89118,10,57,910815,2,0.3125,0.22279500000000002
219,89115,10,51,910824,3,0.3125,0.2227875
220,89112,11,52,910825,3,0.3125,0.22277999999999998
221,89108,12,51,910829,4,0.3125,0.22277000000000002
222,89106,12,50,910832,2,0.3125,0.22276500000000002
223,89105,7,49,910839,1,0.3125,0.2227625
224,89104,7,43,910846,1,0.3125,0.22276
225,89101,8,42,910849,3,0.3125,0.2227525
226,89100,8,41,910851,1,0.3125,0.22275
227,89097,9,40,910854,3,0.3125,0.22274249999999998
228,89095,7,38,910860,2,0.3125,0.22273749999999998
229,89093,9,33,910865,2,0.3125,0.2227325
230,89091,9,30,910870,2,0.3125,0.22272750000000002
231,89090,9,27,910874,1,0.3125,0.222725
232,89088,10,22,910880,2,0.3125,0.22272
233,89087,7,24,910882,1,0.3125,0.2227175
234,89086,7,21,910886,1,0.3125,0.222715
235,89086,7,19,910888,0,0.3125,0.222715
236,89086,7,16,910891,0,0.3125,0.222715
237,89086,6,13,910895,0,0.3125,0.222715
238,89086,4,11,910899,0,0.3125,0.222715
239,89086,4,8,910902,0,0.3125,0.222715
240,89086,3,8,910903,0,0.3125,0.222715
241,89086,2,9,910903,0,0.3125,0.222715
242,89086,2,9,910903,0,0.3125,0.222715
243,89086,2,8,910904,0,0.3125,0.222715
244,89086,1,7,910906,0,0.3125,0.222715
245,89085,1,6,910908,1,0.3125,0.22271249999999998
246,89085,1,6,910908,0,0.3125,0.22271249999999998
247,89083,3,6,910908,2,0.3125,0.2227075
248,89083,2,7,910908,0,0.3125,0.2227075
249,89083,2,6,910909,0,0.3125,0.2227075
250,89083,2,5,910910,0,0.3125,0.2227075
