step,S,E,I,R,inc,beta,Rt
159,91013,1124,5569,902294,190,0.3125,0.2275325
160,90865,1048,5118,902969,148,0.3125,0.2271625
161,90704,999,4728,903569,161,0.3125,0.22676000000000002
162,90571,906,4380,904143,133,0.3125,0.2264275
163,90447,818,4065,904670,124,0.3125,0.2261175
164,90321,771,3772,905136,126,0.3125,0.2258025
165,90220,677,3533,905570,101,0.3125,0.22554999999999997
166,90124,633,3275,905968,96,0.3125,0.22530999999999998
167,90044,581,3033,906342,80,0.3125,0.22511
168,89961,545,2799,906695,83,0.3125,0.2249025
169,89890,507,2567,907036,71,0.3125,0.224725
170,89827,459,2362,907352,63,0.3125,0.2245675
171,89765,419,2174,907642,62,0.3125,0.2244125
172,89698,396,2004,907902,67,0.3125,0.224245
173,89637,358,1869,908136,61,0.3125,0.22409249999999997
174,89583,332,1733,908352,54,0.3125,0.22395749999999998
175,89547,284,1608,908561,36,0.3125,0.2238675
176,89499,263,1503,908735,48,0.3125,0.2237475
177,89458,256,1393,908893,41,0.3125,0.22364499999999998
178,89419,239,1292,909050,39,0.3125,0.2235475
179,89392,217,1182,909209,27,0.3125,0.22348
180,89351,202,1115,909332,41,0.3125,0.2233775
181,89322,185,1042,909451,29,0.3125,0.223305
182,89290,179,941,909590,32,0.3125,0.22322499999999998
183,89266,162,869,909703,24,0.3125,0.223165
184,89237,158,780,909825,29,0.3125,0.2230925
185,89220,145,715,909920,17,0.3125,0.22304999999999997
186,89190,142,663,910005,30,0.3125,0.222975
187,89176,130,609,910085,14,0.3125,0.22294000000000003
188,89150,123,579,910148,26,0.3125,0.222875
189,89136,101,547,910216,14,0.3125,0.22284
190,89120,92,522,910266,16,0.3125,0.2228
191,89103,91,488,910318,17,0.3125,0.2227575
192,89089,84,450,910377,14,0.3125,0.2227225
193,89074,80,421,910425,15,0.3125,0.222685
194,89063,77,391,910469,11,0.3125,0.2226575
195,89053,73,363,910511,10,0.3125,0.22263249999999998
196,89042,72,335,910551,11,0.3125,0.222605
197,89030,70,303,910597,12,0.3125,0.222575
198,89022,66,281,910631,8,0.3125,0.222555
199,89016,58,268,910658,6,0.3125,0.22254
200,89013,44,247,910696,3,0.3125,0.2225325
201,89000,47,226,910727,13,0.3125,0.22249999999999998
202,88993,44,211,910752,7,0.3125,0.2224825
203,88986,44,184,910786,7,0.3125,0.222465
204,88982,33,172,910813,4,0.3125,0.22245500000000001
205,88977,31,155,910837,5,0.3125,0.2224425
206,88969,32,145,910854,8,0.3125,0.22242250000000002
207,88959,34,136,910871,10,0.3125,0.2223975
208,88954,30,135,910881,5,0.3125,0.222385
209,88948,32,121,910899,6,0.3125,0.22237
210,88946,23,118,910913,2,0.3125,0.22236499999999998
211,88943,19,111,910927,3,0.3125,0.22235749999999999
212,88939,20,100,910941,4,0.3125,0.2223475
213,88938,18,88,910956,1,0.3125,0.22234500000000001
214,88936,16,81,910967,2,0.3125,0.22234
215,88934,14,74,910978,2,0.3125,0.222335
216,88934,10,69,910987,0,0.3125,0.222335
217,88933,9,68,910990,1,0.3125,0.2223325
218,88932,8,61,910999,1,0.3125,0.22233
219,88930,9,56,911005,2,0.3125,0.222325
220,88929,7,56,911008,1,0.3125,0.22232249999999998
221,88929,5,51,911015,0,0.3125,0.22232249999999998
222,88928,5,47,911020,1,0.3125,0.22232
223,88928,5,43,911024,0,0.3125,0.22232
224,88927,4,41,911028,1,0.3125,0.2223175
225,88925,5,37,911033,2,0.3125,0.22231250000000002
226,88923,5,37,911035,2,0.3125,0.2223075
227,88921,6,32,911041,2,0.3125,0.22230250000000001
228,88919,7,30,911044,2,0.3125,0.22229749999999998
229,88919,7,24,911050,0,0.3125,0.22229749999999998
230,88919,4,25,911052,0,0.3125,0.22229749999999998
231,88919,3,24,911054,0,0.3125,0.22229749999999998
232,88918,4,24,911054,1,0.3125,0.222295
233,88917,5,21,911057,1,0.3125,0.2222925
234,88916,5,17,911062,1,0.3125,0.22229
235,88916,4,17,911063,0,0.3125,0.22229
236,88916,4,14,911066,0,0.3125,0.22229
237,88915,4,13,911068,1,0.3125,0.22228749999999997
238,88915,3,12,911070,0,0.3125,0.22228749999999997
239,88915,2,13,911070,0,0.3125,0.22228749999999997
240,88915,1,12,911072,0,0.3125,0.22228749999999997
241,88913,3,12,911072,2,0.3125,0.22228250000000002
242,88912,2,13,911073,1,0.3125,0.22228
243,88912,2,11,911075,0,0.3125,0.22228
244,88912,2,10,911076,0,0.3125,0.22228
245,88911,3,9,911077,1,0.3125,0.22227750000000002
246,88911,2,10,911077,0,0.3125,0.22227750000000002
247,88911,2,9,911078,0,0.3125,0.22227750000000002
248,88911,1,9,911079,0,0.3125,0.22227750000000002
249,88908,4,8,911080,3,0.3125,0.22227
250,88907,4,7,911082,1,0.3125,0.2222675
