step,S,E,I,R,inc,beta,Rt
108,447904,10250,15526,26320,2604,0.2,1.7916160000000003
109,445142,10702,16368,27788,2762,0.2,1.7805680000000002
110,442214,11251,17199,29336,2928,0.2,1.768856
111,439229,11729,18080,30962,2985,0.2,1.756916
112,436029,12398,18882,32691,3200,0.2,1.744116
113,432766,12864,19824,34546,3263,0.2,1.731064
114,429440,13307,20824,36429,3326,0.2,1.7177600000000002
115,425919,13915,21732,38434,3521,0.2,1.7036760000000002
116,422167,14613,22696,40524,3752,0.2,1.688668
117,418456,15033,23849,42662,3711,0.2,1.6738240000000002
118,414438,15736,24829,44997,4018,0.2,1.6577520000000001
119,410431,16335,25876,47358,4007,0.2,1.641724
120,406245,16895,27056,49804,4186,0.2,1.6249800000000003
121,401868,17522,28216,52394,4377,0.2,1.607472
122,397396,18135,29347,55122,4472,0.2,1.5895840000000003
123,392785,18756,30615,57844,4611,0.2,1.57114
124,388056,19416,31760,60768,4729,0.2,1.552224
125,383203,19962,32993,63842,4853,0.2,1.532812
126,378147,20535,34439,66879,5056,0.2,1.5125880000000003
127,372984,21185,35721,70110,5163,0.2,1.4919360000000002
128,367702,21796,37095,73407,5282,0.2,1.470808
129,362348,22251,38478,76923,5354,0.2,1.4493920000000002
130,356726,23074,39527,80673,5622,0.2,1.426904
131,351106,23465,41033,84396,5620,0.2,1.404424
132,345290,24255,42179,88276,5816,0.2,1.38116
133,339542,24554,43615,92289,5748,0.2,1.358168
134,333557,25082,44886,96475,5985,0.2,1.334228
135,327593,25533,46136,100738,5964,0.2,1.310372
136,321681,25720,47451,105148,5912,0.2,1.286724
137,315668,25910,48576,109846,6013,0.2,1.262672
138,309650,26095,49747,114508,6018,0.2,1.2386
139,303530,26445,50777,119248,6120,0.2,1.2141200000000003
140,297468,26704,51775,124053,6062,0.2,1.1898720000000003
141,291295,26990,52558,129157,6173,0.2,1.16518
142,285235,27033,53511,134221,6060,0.2,1.14094
143,279188,27148,54414,139250,6047,0.2,1.116752
144,273173,27248,55147,144432,6015,0.2,1.092692
145,267202,27174,56013,149611,5971,0.2,1.068808
146,261229,27073,56719,154979,5973,0.2,1.044916
147,255416,27045,57289,160250,5813,0.2,1.021664
148,249690,26806,57809,165695,5726,0.2,0.9987600000000001
149,243876,26726,58171,171227,5814,0.2,0.9755040000000001
150,238315,26363,58577,176745,5561,0.2,0.9532600000000001
151,232879,26026,58743,182352,5436,0.2,0.931516
152,227399,25783,58929,187889,5480,0.2,0.9095960000000001
153,222104,25299,59107,193490,5295,0.2,0.8884160000000001
154,216905,24861,59335,198899,5199,0.2,0.8676200000000001
155,211935,24315,59280,204470,4970,0.2,0.8477400000000002
156,207052,23772,59051,210125,4883,0.2,0.8282080000000002
157,202199,23289,58773,215739,4853,0.2,0.808796
158,197424,22888,58383,221305,4775,0.2,0.789696
159,192876,22570,57763,226791,4548,0.2,0.7715040000000001
160,188434,22029,57160,232377,4442,0.2,0.753736
161,184185,21359,56686,237770,4249,0.2,0.7367400000000001
162,180017,20800,55967,243216,4168,0.2,0.7200680000000002
163,176058,20298,55116,248528,3959,0.2,0.7042320000000001
164,172157,19712,54416,253715,3901,0.2,0.688628
165,168341,19173,53603,258883,3816,0.2,0.6733640000000001
166,164772,18468,52853,263907,3569,0.2,0.659088
167,161417,17739,51953,268891,3355,0.2,0.6456680000000001
168,158141,17044,51068,273747,3276,0.2,0.632564
169,154922,16499,50021,278558,3219,0.2,0.619688
170,151890,15899,48984,283227,3032,0.2,0.6075600000000001
171,148861,15495,47745,287899,3029,0.2,0.595444
172,146036,14926,46700,292338,2825,0.2,0.584144
173,143278,14391,45545,296786,2758,0.2,0.573112
174,140594,13931,44317,301158,2684,0.2,0.562376
175,138053,13377,43146,305424,2541,0.2,0.552212
176,135658,12884,41864,309594,2395,0.2,0.542632
177,133395,12339,40722,313544,2263,0.2,0.53358
178,131200,11808,39564,317428,2195,0.2,0.5248
179,129104,11331,38442,321123,2096,0.2,0.516416
180,127190,10779,37336,324695,1914,0.2,0.5087600000000001
181,125265,10292,36174,328269,1925,0.2,0.50106
182,123505,9792,35052,331651,1760,0.2,0.49402
183,121791,9368,33928,334913,1714,0.2,0.487164
184,120177,8956,32791,338076,1614,0.2,0.480708
185,118604,8546,31699,341151,1573,0.2,0.474416
186,117041,8153,30715,344091,1563,0.2,0.4681640000000001
187,115684,7664,29751,346901,1357,0.2,0.462736
188,114299,7377,28585,349739,1385,0.2,0.457196
189,113071,6962,27426,352541,1228,0.2,0.452284
190,111876,6619,26409,355096,1195,0.2,0.447504
191,110694,6372,25352,357582,1182,0.2,0.442776
192,109575,6118,24275,360032,1119,0.2,0.4383000000000001
193,108501,5840,23288,362371,1074,0.2,0.43400400000000006
194,107531,5481,22340,364648,970,0.2,0.43012400000000006
195,106536,5267,21478,366719,995,0.2,0.426144
196,105625,5021,20613,368741,911,0.2,0.42250000000000004
197,104756,4825,19651,370768,869,0.2,0.41902400000000006
198,103949,4510,18888,372653,807,0.2,0.415796
199,103180,4267,18039,374514,769,0.2,0.41272000000000003
200,102433,4023,17277,376267,747,0.2,0.409732
201,101694,3847,16511,377948,739,0.2,0.4067760000000001
202,101051,3621,15787,379541,643,0.2,0.404204
203,100443,3427,15010,381120,608,0.2,0.401772
204,99836,3270,14302,382592,607,0.2,0.39934400000000003
205,99292,3079,13714,383915,544,0.2,0.397168
206,98736,2954,13140,385170,556,0.2,0.3949440000000001
207,98209,2791,12576,386424,527,0.2,0.392836
208,97702,2660,12023,387615,507,0.2,0.390808
209,97239,2523,11522,388716,463,0.2,0.388956
210,96756,2441,11016,389787,483,0.2,0.387024
211,96322,2331,10492,390855,434,0.2,0.385288
212,95940,2199,9968,391893,382,0.2,0.38376
213,95540,2117,9481,392862,400,0.2,0.38216
214,95169,2023,9064,393744,371,0.2,0.38067600000000007
215,94812,1932,8627,394629,357,0.2,0.37924800000000003
216,94478,1830,8220,395472,334,0.2,0.377912
217,94179,1711,7915,396195,299,0.2,0.376716
218,93882,1613,7609,396896,297,0.2,0.375528
219,93599,1536,7253,397612,283,0.2,0.37439600000000006
220,93312,1479,6882,398327,287,0.2,0.373248
221,93067,1400,6572,398961,245,0.2,0.372268
222,92811,1348,6259,399582,256,0.2,0.371244
223,92589,1270,5959,400182,222,0.2,0.370356
224,92356,1217,5692,400735,233,0.2,0.369424
225,92158,1148,5405,401289,198,0.2,0.36863200000000007
226,91972,1072,5146,401810,186,0.2,0.36788800000000005
227,91786,1030,4915,402269,186,0.2,0.367144
228,91608,971,4674,402747,178,0.2,0.366432
229,91437,932,4449,403182,171,0.2,0.3657480000000001
230,91281,893,4222,403604,156,0.2,0.365124
231,91110,868,4046,403976,171,0.2,0.36444
232,90947,853,3813,404387,163,0.2,0.363788
233,90811,785,3631,404773,136,0.2,0.363244
234,90683,750,3418,405149,128,0.2,0.362732
235,90545,713,3264,405478,138,0.2,0.36218
236,90407,684,3108,405801,138,0.2,0.361628
237,90301,645,2983,406071,106,0.2,0.361204
238,90195,628,2810,406367,106,0.2,0.36078
239,90100,588,2670,406642,95,0.2,0.36040000000000005
240,89990,581,2539,406890,110,0.2,0.35996
241,89901,523,2452,407124,89,0.2,0.359604
242,89812,485,2333,407370,89,0.2,0.359248
243,89722,456,2222,407600,90,0.2,0.358888
244,89641,450,2093,407816,81,0.2,0.35856400000000005
245,89566,423,2009,408002,75,0.2,0.358264
246,89497,398,1938,408167,69,0.2,0.357988
247,89443,360,1851,408346,54,0.2,0.35777200000000003
248,89384,332,1759,408525,59,0.2,0.357536
249,89323,307,1706,408664,61,0.2,0.35729200000000005
250,89269,291,1596,408844,54,0.2,0.357076
